연 번,건물유형,주  소,위   치,관리번호
667,가로등등주,홍제동 320-13,홍제어울림＠107동 월편,모래내로 5-30
668,가로등등주,홍제동 320-13,홍제어울림＠107동 월편,모래내로 5-31
669,가로등등주,홍제동 320-13,홍제어울림＠107동 월편,모래내로 5-32
670,가로등등주,홍제동 320-13,홍제어울림＠107동 월편,모래내로 5-33
671,가로등등주,홍은동 273-6,서대문등기소 앞,모래내로 6-1
672,가로등등주,홍은동 273-6,서대문등기소 앞,모래내로 6-2
673,가로등등주,홍은동 273-6,서대문등기소 앞,모래내로 6-3
674,가로등등주,홍은동 273-6,서대문등기소 앞,모래내로 6-4
675,가로등등주,홍은동 273-6,서대문등기소 앞,모래내로 6-5
676,가로등등주,홍은동 273-6,서대문등기소 앞,모래내로 6-6
677,가로등등주,홍은동 273-6,서대문등기소 앞,모래내로 6-7
678,가로등등주,홍은동 273-6,서대문등기소 앞,모래내로 6-8
679,가로등등주,홍은동 273-6,서대문등기소 앞,모래내로 6-9
680,가로등등주,홍은동 273-6,서대문등기소 앞,모래내로 6-10
681,가로등등주,홍은동 273-6,서대문등기소 앞,모래내로 6-10A
682,가로등등주,홍은동 273-6,서대문등기소 앞,모래내로 6-10B
683,가로등등주,홍은동 273-6,서대문등기소 앞,모래내로 6-10C
684,가로등등주,홍은동 273-6,서대문등기소 앞,모래내로 6-10D
685,가로등등주,홍은동 273-6,서대문등기소 앞,모래내로 6-10E
686,가로등등주,홍은동 273-6,서대문등기소 앞,모래내로 6-10F
687,가로등등주,홍은동 273-6,서대문등기소 앞,모래내로 6-10G
688,가로등등주,홍은동 273-6,서대문등기소 앞,모래내로 6-10H
689,가로등등주,홍은동 280-9,이대후문앞,모래내로 7 표찰무
690,가로등등주,홍은동 280-9,이대후문앞,모래내로 7-1
691,가로등등주,홍은동 280-9,이대후문앞,모래내로 7-2
692,가로등등주,홍은동 280-9,이대후문앞,모래내로 7-3
693,가로등등주,홍은동 280-9,이대후문앞,모래내로 7-4
694,가로등등주,홍은동 280-9,이대후문앞,모래내로 7-5
695,가로등등주,홍은동 280-9,이대후문앞,모래내로 7-6
696,가로등등주,홍은동 280-9,이대후문앞,모래내로 7-7
697,가로등등주,홍은동 280-9,이대후문앞,모래내로 7-8
698,가로등등주,홍은동 280-9,이대후문앞,모래내로 7-9
699,가로등등주,홍은동 280-9,이대후문앞,모래내로 7-10
700,가로등등주,홍은동 280-9,이대후문앞,모래내로 7-11
701,가로등등주,홍은동 280-9,이대후문앞,모래내로 7-12
702,가로등등주,홍은동 280-9,이대후문앞,모래내로 7-13
703,가로등등주,홍은동 280-9,이대후문앞,모래내로 7-4A
704,가로등등주,홍은동 280-9,이대후문앞,모래내로 7-4B
705,가로등등주,홍은동 280-9,이대후문앞,모래내로 7-4C
706,가로등등주,홍은동 280-9,이대후문앞,모래내로 7-4D
707,가로등등주,홍은동 280-9,이대후문앞,모래내로 7-4E
708,가로등등주,홍은동 280-9,이대후문앞,모래내로 7-4F
709,가로등등주,홍제동 320-13,홍제어울림@107동 월편,모래내로5-1
710,가로등등주,홍제동 320-13,홍제어울림@107동 월편,모래내로5-10
711,가로등등주,홍제동 320-13,홍제어울림@107동 월편,모래내로5-11
712,가로등등주,홍제동 320-13,홍제어울림@107동 월편,모래내로5-12
713,가로등등주,홍제동 320-13,홍제어울림@107동 월편,모래내로5-13
714,가로등등주,홍제동 320-13,홍제어울림@107동 월편,모래내로5-14
715,가로등등주,홍제동 320-13,홍제어울림@107동 월편,모래내로5-15
716,가로등등주,홍제동 320-13,홍제어울림@107동 월편,모래내로5-16
717,가로등등주,홍제동 320-13,홍제어울림@107동 월편,모래내로5-17
718,가로등등주,홍제동 320-13,홍제어울림@107동 월편,모래내로5-18
719,가로등등주,홍제동 320-13,홍제어울림@107동 월편,모래내로5-19
720,가로등등주,홍제동 320-13,홍제어울림@107동 월편,모래내로5-2
721,가로등등주,홍제동 320-13,홍제어울림@107동 월편,모래내로5-20
722,가로등등주,홍제동 320-13,홍제어울림@107동 월편,모래내로5-21
723,가로등등주,홍제동 320-13,홍제어울림@107동 월편,모래내로5-22
724,가로등등주,홍제동 320-13,홍제어울림@107동 월편,모래내로5-23
725,가로등등주,홍제동 320-13,홍제어울림@107동 월편,모래내로5-24
726,가로등등주,홍제동 320-13,홍제어울림@107동 월편,모래내로5-25
727,가로등등주,홍제동 320-13,홍제어울림@107동 월편,모래내로5-26
728,가로등등주,홍제동 320-13,홍제어울림@107동 월편,모래내로5-27
729,가로등등주,홍제동 320-13,홍제어울림@107동 월편,모래내로5-28
730,가로등등주,홍제동 320-13,홍제어울림@107동 월편,모래내로5-29
731,가로등등주,홍제동 320-13,홍제어울림@107동 월편,모래내로5-3
732,가로등등주,홍제동 320-13,홍제어울림@107동 월편,모래내로5-30
733,가로등등주,홍제동 320-13,홍제어울림@107동 월편,모래내로5-31
734,가로등등주,홍제동 320-13,홍제어울림@107동 월편,모래내로5-32
735,가로등등주,홍제동 320-13,홍제어울림@107동 월편,모래내로5-33
736,가로등등주,홍제동 320-13,홍제어울림@107동 월편,모래내로5-4
737,가로등등주,홍제동 320-13,홍제어울림@107동 월편,모래내로5-5
738,가로등등주,홍제동 320-13,홍제어울림@107동 월편,모래내로5-6
739,가로등등주,홍제동 320-13,홍제어울림@107동 월편,모래내로5-7
740,가로등등주,홍제동 320-13,홍제어울림@107동 월편,모래내로5-8
741,가로등등주,홍제동 320-13,홍제어울림@107동 월편,모래내로5-9
742,가로등등주,수색로2길 19-3,DMC리첸시아@104동 코너,모래내시장1-1
743,가로등등주,수색로2길 19-3,DMC리첸시아@104동 코너,모래내시장1-2
744,가로등등주,수색로2길 19-3,DMC리첸시아@104동 코너,모래내시장1-3
745,가로등등주,수색로2길 19-3,DMC리첸시아@104동 코너,모래내시장1-4
746,가로등등주,수색로2길 19-3,DMC리첸시아@104동 코너,모래내시장1-5
747,가로등등주,수색로2길 19-3,DMC리첸시아@104동 코너,모래내시장1-6
748,가로등등주,수색로2길 19-3,DMC리첸시아@104동 코너,모래내시장1-7
749,가로등등주,수색로2길 19-3,DMC리첸시아@104동 코너,모래내시장1-8
750,가로등등주,수색로2길 19-3,DMC리첸시아@104동 코너,모래내시장1-9
751,가로등등주,수색로2길 19-3,DMC리첸시아@104동 코너,모래내시장1-10
752,가로등등주,수색로2길 19-3,DMC리첸시아@104동 코너,모래내시장1-11
753,가로등등주,수색로2길 19-3,DMC리첸시아@104동 코너,모래내시장1-12
754,가로등등주,수색로2길 19-3,DMC리첸시아@104동 코너,모래내시장1-13
755,가로등등주,수색로2길 19-3,DMC리첸시아@104동 코너,모래내시장1-14
756,가로등등주,수색로2길 19-3,DMC리첸시아@104동 코너,모래내시장1-15
757,가로등등주,수색로2길 19-3,DMC리첸시아@104동 코너,모래내시장1-16
758,가로등등주,수색로2길 19-3,DMC리첸시아@104동 코너,모래내시장1-17
759,가로등등주,수색로2길 19-3,DMC리첸시아@104동 코너,모래내시장1-18
760,가로등등주,수색로2길 19-3,DMC리첸시아@104동 코너,모래내시장1-19
761,가로등등주,수색로2길 19-3,DMC리첸시아@104동 코너,모래내시장1-20
762,가로등등주,수색로2길 19-3,DMC리첸시아@104동 코너,모래내시장1-21
763,가로등등주,수색로2길 19-3,DMC리첸시아@104동 코너,모래내시장1-22
764,가로등등주,수색로2길 19-3,DMC리첸시아@104동 코너,모래내시장1-23
765,가로등등주,수색로2길 19-3,DMC리첸시아@104동 코너,모래내시장1-24
766,가로등등주,수색로2길 19-3,DMC리첸시아@104동 코너,모래내시장1-25
767,가로등등주,북아현동 129-44,김가혜Hair앞,북아현동길1-1
768,가로등등주,북아현동 129-44,김가혜Hair앞,북아현동길1-2
769,가로등등주,북아현동 129-44,김가혜Hair앞,북아현동길1-3
770,가로등등주,북아현동 129-44,김가혜Hair앞,북아현동길1-4
771,가로등등주,북아현동 129-44,김가혜Hair앞,북아현동길1-5
772,가로등등주,북아현동 129-44,김가혜Hair앞,북아현동길1-6
773,가로등등주,북아현동 129-44,김가혜Hair앞,북아현동길1-7
774,가로등등주,북아현동 129-44,김가혜Hair앞,북아현동길1-8
775,가로등등주,북아현동 129-44,김가혜Hair앞,북아현동길1-9
776,가로등등주,북아현동 1-233,유성한우촌앞,북아현동길2-15
777,가로등등주,북아현동 1-233,유성한우촌앞,북아현동길2-16
778,가로등등주,북아현동 1-233,유성한우촌앞,북아현동길2-17
779,가로등등주,북아현동 1-233,유성한우촌앞,북아현동길2-18
780,가로등등주,북아현동 1-233,유성한우촌앞,북아현동길2-19
781,가로등등주,북아현동 1-233,유성한우촌앞,북아현동길2-21
782,가로등등주,북아현동 1-233,유성한우촌앞,북아현동길2-22
783,가로등등주,북아현동 1-233,유성한우촌앞,북아현동길2-23
784,가로등등주,북아현동 1-233,유성한우촌앞,북아현동길2-24
785,가로등등주,북아현동 1-233,유성한우촌앞,북아현동길2-25
786,가로등등주,북아현동 1-233,유성한우촌앞,북아현동길2-26
787,가로등등주,북아현동 1-1155,이화여대기숙사앞,북아현동길3-28
788,가로등등주,북아현동 1-1155,이화여대기숙사앞,북아현동길3-29
789,가로등등주,북아현동 1-1155,이화여대기숙사앞,북아현동길3-30
790,가로등등주,북아현동 1-1155,이화여대기숙사앞,북아현동길3-31
791,가로등등주,북아현동 1-1810,북아현로126 앞,북아현동길4-1
792,가로등등주,북아현동 1-1810,북아현로126 앞,북아현동길4-2
793,가로등등주,북아현동 1-1810,북아현로126 앞,북아현동길4-3
794,가로등등주,북아현동 1-1810,북아현로126 앞,북아현동길4-4
795,가로등등주,북아현동 1-1810,북아현로126 앞,북아현동길4-5
796,가로등등주,북아현동 1-1810,북아현로126 앞,북아현동길4-6
797,가로등등주,북아현동 1-1810,북아현로126 앞,북아현동길4-7
798,가로등등주,북아현동 1-1810,북아현로126 앞,북아현동길4-8
799,가로등등주,북아현동 1-1810,북아현로126 앞,북아현동길4-9
800,가로등등주,북아현동 1-1810,북아현로126 앞,북아현동길4-10
801,가로등등주,북아현동 1-1810,북아현로126 앞,북아현동길4-11
802,가로등등주,북아현동 1-1810,북아현로126 앞,북아현동길4-12
803,가로등등주,북아현동 1-1810,북아현로126 앞,북아현동길4-13
804,가로등등주,북아현동 1-1810,북아현로126 앞,북아현동길4-14
805,가로등등주,북아현동 1-1810,북아현로126 앞,북아현동길4-15
806,가로등등주,북아현동 1-1810,북아현로126 앞,북아현동길4-16
807,가로등등주,북아현동 1-1810,북아현로126 앞,북아현동길4-17
808,가로등등주,북아현동 1-1810,북아현로126 앞,북아현동길4-18
809,가로등등주,북아현동 1-1810,북아현로126 앞,북아현동길4-19
810,가로등등주,북아현동 240-2,e편한세상106동앞,북아현로1-1
811,가로등등주,북아현동 240-2,e편한세상106동앞,북아현로1-2
812,가로등등주,북아현동 240-2,e편한세상106동앞,북아현로1-3
813,가로등등주,북아현동 240-2,e편한세상106동앞,북아현로1-4
814,가로등등주,북아현동 240-2,e편한세상106동앞,북아현로1-5
815,가로등등주,북아현동 240-2,e편한세상106동앞,북아현로1-6
816,가로등등주,북아현동 240-2,e편한세상106동앞,북아현로1-7
817,가로등등주,북아현동 240-2,e편한세상106동앞,북아현로1-8
818,가로등등주,북아현동 240-2,e편한세상106동앞,북아현로1-9
819,가로등등주,북아현동 240-2,e편한세상106동앞,북아현로1-10
820,가로등등주,북아현동 240-2,e편한세상106동앞,북아현로1-11
821,가로등등주,북아현동 240-2,e편한세상106동앞,북아현로1-12
822,가로등등주,북아현동 240-2,e편한세상106동앞,북아현로1-13
823,가로등등주,북아현동 240-2,e편한세상106동앞,북아현로1-14
824,가로등등주,북아현동 160-6,e편한세상204동앞,북아현로1-15
825,가로등등주,북아현동 240-2,e편한세상106동앞,북아현로1-16
826,가로등등주,북아현동 240-2,e편한세상106동앞,북아현로1-3-1/표찰무1
827,가로등등주,북아현동 240-2,e편한세상106동앞,북아현로1-3-1/표찰무2
828,가로등등주,북아현동 240-2,e편한세상106동앞,북아현로1-3-1/표찰무3
829,가로등등주,북아현동 240-2,e편한세상106동앞,북아현로1-3-1/표찰무4
830,가로등등주,북아현동 240-2,e편한세상106동앞,북아현로1-3-1/표찰무5
831,가로등등주,북아현동 176-48,추계예술대학교,북아현로11길1-1
832,가로등등주,북아현동 176-48,추계예술대학교,북아현로11길1-2
833,가로등등주,북아현동 176-48,추계예술대학교,북아현로11길1-3
834,가로등등주,북아현동 176-48,추계예술대학교,북아현로11길1-4
835,가로등등주,북아현동 176-48,추계예술대학교,북아현로11길1-5
836,가로등등주,북아현동 176-48,추계예술대학교,북아현로11길1-6
837,가로등등주,북아현동 176-48,추계예술대학교,북아현로11길1-7
838,가로등등주,북아현동 176-48,추계예술대학교,북아현로11길1-8
839,가로등등주,북아현동 176-48,추계예술대학교,북아현로11길1-9
840,가로등등주,북아현동 176-48,추계예술대학교,북아현로11길1-10
841,가로등등주,북아현동 176-48,추계예술대학교,북아현로11길1-11
842,가로등등주,북아현동 160-6,e편한세상204동앞,북아현로2-1
843,가로등등주,북아현동 160-6,e편한세상204동앞,북아현로2-2
844,가로등등주,북아현동 160-6,e편한세상204동앞,북아현로2-3
845,가로등등주,북아현동 160-6,e편한세상204동앞,북아현로2-4
846,가로등등주,북아현동 160-6,e편한세상204동앞,북아현로2-5
847,가로등등주,북아현동 160-6,e편한세상204동앞,북아현로2-6
848,가로등등주,북아현동 160-6,e편한세상204동앞,북아현로2-7
849,가로등등주,북아현동 160-6,e편한세상204동앞,북아현로2-8
850,가로등등주,북아현동 160-6,e편한세상204동앞,북아현로2-9
851,가로등등주,북아현동 160-6,e편한세상204동앞,북아현로2-10
852,가로등등주,북아현동 160-6,e편한세상204동앞,북아현로2-11
853,가로등등주,북아현동 160-6,e편한세상204동앞,북아현로2-12
854,가로등등주,북아현동 160-6,e편한세상204동앞,북아현로2-13
855,가로등등주,북아현동 160-6,e편한세상204동앞,북아현로2-14
856,가로등등주,북아현동 160-6,e편한세상204동앞,북아현로2-15
857,가로등등주,북아현동 160-6,e편한세상204동앞,북아현로2-16
858,가로등등주,북아현동 160-6,e편한세상204동앞,북아현로2-17
859,가로등등주,북아현동 160-6,e편한세상204동앞,북아현로2-18
860,가로등등주,북아현동 160-6,e편한세상204동앞,북아현로2-19
861,가로등등주,북아현동 160-6,e편한세상204동앞,북아현로2-20
862,가로등등주,북아현동 160-6,e편한세상204동앞,북아현로2-21
863,가로등등주,북아현동 160-6,e편한세상204동앞,북아현로2-22
864,가로등등주,북아현동 160-6,e편한세상204동앞,북아현로2-23
865,가로등등주,북아현동 160-6,e편한세상204동앞,북아현로2-24
866,가로등등주,북아현동 160-6,e편한세상204동앞,북아현로2-25
867,가로등등주,북아현동 160-6,e편한세상204동앞,북아현로2-26
868,가로등등주,북아현동 160-6,e편한세상204동앞,북아현로2-27
869,가로등등주,북아현동 160-6,e편한세상204동앞,북아현로2-28
870,가로등등주,북아현동 160-6,e편한세상204동앞,북아현로2-29
871,가로등등주,북아현동 160-6,e편한세상204동앞,북아현로2-30
872,가로등등주,북아현동 160-6,e편한세상204동앞,북아현로2-31
873,가로등등주,북아현동 160-6,e편한세상204동앞,북아현로2-3-1
874,가로등등주,북아현동 160-6,e편한세상204동앞,북아현로2-3-2
875,가로등등주,북아현동 160-6,e편한세상204동앞,북아현로2-3-3
876,가로등등주,북아현동 160-6,e편한세상204동앞,북아현로2-3-4
877,가로등등주,북아현동 160-6,e편한세상204동앞,북아현로2-3-5
878,가로등등주,북아현동 160-6,e편한세상204동앞,북아현로2-3-6
879,가로등등주,북아현동 160-6,e편한세상204동앞,북아현로2-3-7
880,가로등등주,북아현동 160-6,e편한세상204동앞,북아현로2-3-1/표찰무
881,가로등등주,북아현동 138-24,e편한세상302동앞,북아현로3-1
882,가로등등주,북아현동 138-24,e편한세상302동앞,북아현로3-2
883,가로등등주,북아현동 138-24,e편한세상302동앞,북아현로3-3
884,가로등등주,북아현동 138-24,e편한세상302동앞,북아현로3-4
885,가로등등주,북아현동 138-24,e편한세상302동앞,북아현로3-5
886,가로등등주,북아현동 138-24,e편한세상302동앞,북아현로3-6
887,가로등등주,북아현동 138-24,e편한세상302동앞,북아현로3-7
888,가로등등주,북아현동 138-24,e편한세상302동앞,북아현로3-8
889,가로등등주,북아현동 138-24,e편한세상302동앞,북아현로3-9
890,가로등등주,북아현동 138-24,e편한세상302동앞,북아현로3-10
891,가로등등주,북아현동 138-24,e편한세상302동앞,북아현로3-11
892,가로등등주,북아현동 138-24,e편한세상302동앞,북아현로3-12
893,가로등등주,북아현동 138-24,e편한세상302동앞,북아현로3-13
894,가로등등주,북아현동 138-24,e편한세상302동앞,북아현로3-14
895,가로등등주,북아현동 138-24,e편한세상302동앞,북아현로3-15
896,가로등등주,북아현동 138-24,e편한세상302동앞,북아현로3-16
897,가로등등주,북아현동 138-24,e편한세상302동앞,북아현로3-17
898,가로등등주,북아현동 153-25,e편한세상201동앞,북아현로4-1
899,가로등등주,북아현동 153-25,e편한세상201동앞,북아현로4-2
900,가로등등주,북아현동 153-25,e편한세상201동앞,북아현로4-3
901,가로등등주,북아현동 153-25,e편한세상201동앞,북아현로4-4
902,가로등등주,북아현동 153-25,e편한세상201동앞,북아현로4-5
903,가로등등주,북아현동 153-25,e편한세상201동앞,북아현로4-6
904,가로등등주,북아현동 153-25,e편한세상201동앞,북아현로4-7
905,가로등등주,북아현동 153-25,e편한세상201동앞,북아현로4-8
906,가로등등주,북아현동 153-25,e편한세상201동앞,북아현로4-9
907,가로등등주,북아현동 153-25,e편한세상201동앞,북아현로4-10
908,가로등등주,북아현동 153-25,e편한세상201동앞,북아현로4-11
909,가로등등주,북아현동 153-25,e편한세상201동앞,북아현로4-12
910,가로등등주,북아현동 153-25,e편한세상201동앞,북아현로4-13
911,가로등등주,북아현동 153-25,e편한세상201동앞,북아현로4-14
912,가로등등주,북아현동 153-25,e편한세상201동앞,북아현로4-15
913,가로등등주,북아현동 153-25,e편한세상201동앞,북아현로4-16
914,가로등등주,북아현동 153-25,e편한세상201동앞,북아현로4-17
915,가로등등주,북아현동 153-25,e편한세상201동앞,북아현로4-18
916,가로등등주,북아현동 153-25,e편한세상201동앞,북아현로4-19
917,가로등등주,북아현동 168-32,푸르지오202동앞,북아현로5나길1-1
918,가로등등주,북아현동 168-32,푸르지오202동앞,북아현로5나길1-2
919,가로등등주,북아현동 168-32,푸르지오202동앞,북아현로5나길1-3
920,가로등등주,북아현동 168-32,푸르지오202동앞,북아현로5나길1-4
921,가로등등주,북아현동 168-32,푸르지오202동앞,북아현로5나길1-5
922,가로등등주,북아현동 168-32,푸르지오202동앞,북아현로5나길1-6
923,가로등등주,북아현동 168-32,푸르지오202동앞,북아현로5나길1-12
924,가로등등주,북아현동 168-32,푸르지오202동앞,북아현로5나길1-12
925,가로등등주,북아현동 168-32,푸르지오202동앞,북아현로5나길1-14
926,가로등등주,북아현동 168-32,푸르지오202동앞,북아현로5나길1-15
927,가로등등주,북아현동 168-32,푸르지오202동앞,북아현로5나길1-16
928,가로등등주,북아현동 168-32,푸르지오202동앞,북아현로5나길1-17
929,가로등등주,북가좌동 350-20,금오적재앞,불광천변길1-1
930,가로등등주,북가좌동 350-20,금오적재앞,불광천변길1-2
931,가로등등주,북가좌동 350-20,금오적재앞,불광천변길1-3
932,가로등등주,북가좌동 350-20,금오적재앞,불광천변길1-4
933,가로등등주,북가좌동 350-20,금오적재앞,불광천변길1-5
934,가로등등주,북가좌동 350-20,금오적재앞,불광천변길1-6
935,가로등등주,북가좌동 350-20,금오적재앞,불광천변길1-7
936,가로등등주,북가좌동 350-20,금오적재앞,불광천변길1-8
937,가로등등주,북가좌동 350-20,금오적재앞,불광천변길1-9
938,가로등등주,북가좌동 350-20,금오적재앞,불광천변길1-10
939,가로등등주,북가좌동 350-20,금오적재앞,불광천변길1-11
940,가로등등주,북가좌동 350-20,금오적재앞,불광천변길1-12
941,가로등등주,북가좌동 350-20,금오적재앞,불광천변길1-13
942,가로등등주,북가좌동 350-20,금오적재앞,불광천변길1-14
943,가로등등주,북가좌동 350-20,금오적재앞,불광천변길1-15
944,가로등등주,북가좌동 347-26,동승빌딩,불광천변길2-1
945,가로등등주,북가좌동 347-26,동승빌딩,불광천변길2-2
946,가로등등주,북가좌동 347-26,동승빌딩,불광천변길2-3
947,가로등등주,북가좌동 347-26,동승빌딩,불광천변길2-4
948,가로등등주,북가좌동 347-26,동승빌딩,불광천변길2-5
949,가로등등주,북가좌동 347-26,동승빌딩,불광천변길2-6
950,가로등등주,북가좌동 347-26,동승빌딩,불광천변길2-7
951,가로등등주,북가좌동 347-26,동승빌딩,불광천변길2-8
952,가로등등주,북가좌동 347-26,동승빌딩,불광천변길2-9
953,가로등등주,북가좌동 347-26,동승빌딩,불광천변길2-10
954,가로등등주,북가좌동 347-26,동승빌딩,불광천변길2-11
955,가로등등주,북가좌동 347-26,동승빌딩,불광천변길2-12
956,가로등등주,북가좌동 347-26,동승빌딩,불광천변길2-13
957,가로등등주,북가좌동 347-26,동승빌딩,불광천변길2-14
958,가로등등주,북가좌동 347-26,동승빌딩,불광천변길2-15
959,가로등등주,북가좌동 347-26,동승빌딩,불광천변길2-16
960,가로등등주,북가좌동 347-26,동승빌딩,불광천변길2-17
961,가로등등주,북가좌동 347-26,동승빌딩,불광천변길2-18
962,가로등등주,북가좌동 347-26,동승빌딩,불광천변길2-19
963,가로등등주,북가좌동 347-26,동승빌딩,불광천변길2-20
964,가로등등주,북가좌동 347-26,동승빌딩,불광천변길2-21
965,가로등등주,북가좌동 347-26,동승빌딩,불광천변길2-22
966,가로등등주,북가좌동 347-26,동승빌딩,불광천변길2-23
967,가로등등주,북가좌동 347-26,동승빌딩,불광천변길2-24
968,가로등등주,북가좌동 347-26,동승빌딩,불광천변길2-25
969,가로등등주,북가좌동 343-15,한양아트빌앞,불광천변길3-1
970,가로등등주,북가좌동 343-15,한양아트빌앞,불광천변길3-2
971,가로등등주,북가좌동 343-15,한양아트빌앞,불광천변길3-3
972,가로등등주,북가좌동 343-15,한양아트빌앞,불광천변길3-4
973,가로등등주,북가좌동 343-15,한양아트빌앞,불광천변길3-5
974,가로등등주,북가좌동 343-15,한양아트빌앞,불광천변길3-6
975,가로등등주,북가좌동 343-15,한양아트빌앞,불광천변길3-7
976,가로등등주,북가좌동 343-15,한양아트빌앞,불광천변길3-8
977,가로등등주,북가좌동 343-15,한양아트빌앞,불광천변길3-9
978,가로등등주,북가좌동 343-15,한양아트빌앞,불광천변길3-10
979,가로등등주,북가좌동 343-15,한양아트빌앞,불광천변길3-11
980,가로등등주,북가좌동 343-15,한양아트빌앞,불광천변길3-12
981,가로등등주,북가좌동 343-15,한양아트빌앞,불광천변길3-13
982,가로등등주,북가좌동 341-24,명원아트맨션앞,불광천변길4-1
983,가로등등주,북가좌동 341-24,명원아트맨션앞,불광천변길4-2
984,가로등등주,북가좌동 341-24,명원아트맨션앞,불광천변길4-3
985,가로등등주,북가좌동 341-24,명원아트맨션앞,불광천변길4-4
986,가로등등주,북가좌동 341-24,명원아트맨션앞,불광천변길4-5
987,가로등등주,북가좌동 341-24,명원아트맨션앞,불광천변길4-6
988,가로등등주,북가좌동 341-24,명원아트맨션앞,불광천변길4-7
989,가로등등주,북가좌동 341-24,명원아트맨션앞,불광천변길4-8
990,가로등등주,북가좌동 341-24,명원아트맨션앞,불광천변길4-9
991,가로등등주,북가좌동 341-24,명원아트맨션앞,불광천변길4-10
992,가로등등주,북가좌동 341-24,명원아트맨션앞,불광천변길4-11
993,가로등등주,북가좌동 341-24,명원아트맨션앞,불광천변길4-12
994,가로등등주,북가좌동 341-24,명원아트맨션앞,불광천변길4-13
995,가로등등주,북가좌동 341-24,명원아트맨션앞,불광천변길4-14
996,가로등등주,북가좌동 341-24,명원아트맨션앞,불광천변길4-15
997,가로등등주,북가좌동 341-24,명원아트맨션앞,불광천변길4-16
998,가로등등주,북가좌동 341-24,명원아트맨션앞,불광천변길4-17
999,가로등등주,북가좌동 341-24,명원아트맨션앞,증가로61
1000,가로등등주,북가좌동 341-24,명원아트맨션앞,증가로62
1001,가로등등주,북가좌동 341-24,명원아트맨션앞,증가로63
1002,가로등등주,북가좌동 341-24,명원아트맨션앞,증가로64
1003,가로등등주,북가좌동 341-24,명원아트맨션앞,증가로65
1004,가로등등주,충정로2가 6,서대문역교차로,서대문역-버스승차대/표찰무1
1005,가로등등주,충정로2가 6,서대문역교차로,서대문역-버스승차대/표찰무2
1006,가로등등주,충정로2가 6,서대문역교차로,서대문역-버스승차대/표찰무3
1007,가로등등주,충정로2가 6,서대문역교차로,서대문역-버스승차대/표찰무4
1008,가로등등주,충정로2가 6,서대문역교차로,서대문역-버스승차대/표찰무5
1009,가로등등주,충정로2가 6,서대문역교차로,서대문역-버스승차대/표찰무6
1010,가로등등주,충정로3가 465,충정로역3번출구,서소문로1-1
1011,가로등등주,충정로3가 465,충정로역3번출구,서소문로1-2
1012,가로등등주,충정로3가 465,충정로역3번출구,서소문로1-3
1013,가로등등주,충정로3가 465,충정로역3번출구,서소문로1-4
1014,가로등등주,충정로3가 465,충정로역3번출구,서소문로1-5
1015,가로등등주,충정로3가 465,충정로역3번출구,서소문로1-6
1016,가로등등주,충정로3가 465,충정로역3번출구,서소문로1-7
1017,가로등등주,충정로3가 465,충정로역3번출구,서소문로1-8
1018,가로등등주,충정로3가 465,충정로역3번출구,서소문로1-9
1019,가로등등주,충정로3가 465,충정로역3번출구,서소문로1-10
1020,가로등등주,충정로3가 465,충정로역3번출구,서소문로1-11
1021,가로등등주,충정로3가 465,충정로역3번출구,서소문로1-12
1022,가로등등주,충정로3가 465,충정로역3번출구,서소문로1-13
1023,가로등등주,충정로3가 465,충정로역3번출구,서소문로1-14
1024,가로등등주,충정로3가 465,충정로역3번출구,서소문로1-15
1025,가로등등주,충정로3가 465,충정로역3번출구,서소문로1-16
1026,가로등등주,충정로3가 465,충정로역3번출구,서소문로1-17
1027,가로등등주,충정로3가 465,충정로역3번출구,서소문로1-18
1028,가로등등주,충정로3가 465,충정로역3번출구,서소문로1-19
1029,가로등등주,충정로3가 465,충정로역3번출구,서소문로1-20
1030,가로등등주,충정로3가 465,충정로역3번출구,서소문로1-21
1031,가로등등주,현저동 403,등주1-8좌측 방호벽,성산로1-1
1032,가로등등주,현저동 403,등주1-8좌측 방호벽,성산로1-2
1033,가로등등주,현저동 403,등주1-8좌측 방호벽,성산로1-3
1034,가로등등주,현저동 403,등주1-8좌측 방호벽,성산로1-4
1035,가로등등주,현저동 403,등주1-8좌측 방호벽,성산로1-5
1036,가로등등주,현저동 403,등주1-8좌측 방호벽,성산로1-6
1037,가로등등주,현저동 403,등주1-8좌측 방호벽,성산로1-7
1038,가로등등주,현저동 403,등주1-8좌측 방호벽,성산로1-8
1039,가로등등주,현저동 403,등주1-8좌측 방호벽,성산로1-9
1040,가로등등주,현저동 403,등주1-8좌측 방호벽,성산로1-10
1041,가로등등주,현저동 403,등주1-8좌측 방호벽,성산로1-11
1042,가로등등주,현저동 403,등주1-8좌측 방호벽,성산로1-12
1043,가로등등주,현저동 403,등주1-8좌측 방호벽,성산로1-13
1044,가로등등주,현저동 403,등주1-8좌측 방호벽,성산로1-14
1045,가로등등주,현저동 403,등주1-8좌측 방호벽,성산로1-15
1046,가로등등주,현저동 403,등주1-8좌측 방호벽,성산로1-16
1047,가로등등주,현저동 403,등주1-8좌측 방호벽,성산로1-17
1048,가로등등주,현저동 403,등주1-8좌측 방호벽,성산로1-18
1049,가로등등주,대신동 47-0,이대후문앞,성산로10-1
1050,가로등등주,대신동 47-0,이대후문앞,성산로10-2
1051,가로등등주,대신동 47-0,이대후문앞,성산로10-3
1052,가로등등주,대신동 47-0,이대후문앞,성산로10-4
